starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-08-21 00:20:00-07",2.64,55.56,18,3,61.8,41,1,72.88,25,
"2017-08-21 00:25:00-07",2.64,63.29,14,1.36,71.24,17,0.18,73,7,
"2017-08-21 00:30:00-07",3.64,64.27,22,2.29,68.8,25,0.21,73.79,14,
"2017-08-21 00:35:00-07",1.91,64,10,1.36,67.94,17,0,71,2,
"2017-08-21 00:40:00-07",2.13,62.15,13,2,67.9,10,0.25,70.33,6,
"2017-08-21 00:45:00-07",2.82,53.57,14,1.18,69,9,0,70.33,3,
"2017-08-21 00:50:00-07",1.57,67.18,17,0.86,68.55,22,0.07,72.25,8,
"2017-08-21 00:55:00-07",2.45,63.21,14,1.27,71.93,15,0.09,81.8,5,
"2017-08-21 01:00:00-07",0.86,69.6,10,1.5,68.26,19,0,74,5,
"2017-08-21 01:05:00-07",2.64,66.29,14,0.82,71.42,12,0.64,74.2,10,
"2017-08-21 01:10:00-07",2.07,65.41,17,0.21,73.57,14,0,71,1,
"2017-08-21 01:15:00-07",4.64,60.95,19,0.55,66.9,10,0.18,51,7,
"2017-08-21 01:20:00-07",1,64,10,0.79,69.45,11,0.07,74.8,5,
"2017-08-21 01:25:00-07",3.45,65.36,11,1.55,70.08,12,0,71.2,5,
"2017-08-21 01:30:00-07",1.33,63.25,8,1.89,70.3,10,0,68,3,
"2017-08-21 01:35:00-07",2.45,62.5,10,0.64,70.5,10,0.09,69.67,3,
"2017-08-21 01:40:00-07",0.71,62.4,5,0.86,71.92,12,0,71,1,
"2017-08-21 01:45:00-07",0.64,62.5,4,0.09,72,3,0.18,73.67,6,
"2017-08-21 01:50:00-07",1.79,62.9,10,0.14,72.89,9,0,71,1,
"2017-08-21 01:55:00-07",1.64,60.25,8,0.18,75.4,10,0,,0,
"2017-08-21 02:00:00-07",1.57,64.76,17,0.71,70.2,10,0,64,2,
"2017-08-21 02:05:00-07",0.18,66,6,1.27,69.56,9,0,78.33,6,
"2017-08-21 02:10:00-07",1.64,51.88,8,0.36,70.13,8,0,81,2,
"2017-08-21 02:15:00-07",2,72.13,16,1.45,71.44,9,0,69.67,3,
"2017-08-21 02:20:00-07",1.57,62.73,11,0.86,69.8,15,0.21,75.57,7,
"2017-08-21 02:25:00-07",2.73,64.8,10,0.27,70,4,0,72,1,
"2017-08-21 02:30:00-07",2.21,62.67,9,1.57,71.35,17,0,72,7,
"2017-08-21 02:35:00-07",1.45,62.83,6,0.82,67.57,7,0.18,72.75,4,
"2017-08-21 02:40:00-07",0.71,66,3,0.43,71.13,8,0,84.33,3,
"2017-08-21 02:45:00-07",1.64,62,6,0,72,2,0.18,75,7,
"2017-08-21 02:50:00-07",1.21,60.5,6,0.86,66.82,11,0,65,2,
"2017-08-21 02:55:00-07",3.36,56.07,14,0.91,65.71,7,0,71,1,
"2017-08-21 03:00:00-07",1.43,64.25,8,0.57,68.5,12,0.14,70.57,7,
"2017-08-21 03:05:00-07",4,62.5,14,1.09,67.4,10,0.09,75,2,
"2017-08-21 03:10:00-07",2.64,58.26,19,1.86,67.38,13,0,82,2,
"2017-08-21 03:15:00-07",3.82,63.2,15,0.91,67.56,9,0.09,73,4,
"2017-08-21 03:20:00-07",1.5,58.79,14,0.64,71.56,16,0.14,75.17,6,
"2017-08-21 03:25:00-07",2.55,64.56,16,0.55,71.27,11,0.18,71.4,5,
"2017-08-21 03:30:00-07",2.71,65.16,19,0.64,70.45,11,0,70,2,
"2017-08-21 03:35:00-07",2.27,62.3,10,0.36,73.44,9,0,76,2,
"2017-08-21 03:40:00-07",2.71,60.46,13,1.57,70.58,19,0.14,72,4,
"2017-08-21 03:45:00-07",2.27,60.94,17,2.09,69.28,18,0.18,75.57,7,
"2017-08-21 03:50:00-07",3.86,58.28,18,1.43,70,23,0.43,74.73,11,
"2017-08-21 03:55:00-07",4.18,63.6,15,1.91,68.47,19,0.36,72.44,9,
"2017-08-21 04:00:00-07",1.79,61.92,12,3.07,70.61,33,0,70,4,
"2017-08-21 04:05:00-07",1.27,58.55,11,0.82,70.47,17,0.09,75.6,5,
"2017-08-21 04:10:00-07",3,63.29,17,0.93,72.65,20,0,71.67,3,
"2017-08-21 04:15:00-07",2.18,57.43,14,2,70.58,24,0.27,77,8,
"2017-08-21 04:20:00-07",3.5,66.1,29,3.5,71.38,40,0.14,74.33,9,
"2017-08-21 04:25:00-07",2.55,64,17,2.82,68.32,31,0.27,74.2,10,
"2017-08-21 04:30:00-07",3.63,67.08,12,3.88,70.66,29,1.25,76.06,16,
"2017-08-21 04:35:00-07",2.36,64,12,1.91,71.83,30,1.55,74.17,23,
"2017-08-21 04:40:00-07",3.21,66.62,26,2.5,72.45,38,0.21,68,16,
"2017-08-21 04:45:00-07",3.18,62.68,22,3.27,70.86,28,0.82,74.06,17,
"2017-08-21 04:50:00-07",2.57,65.83,23,2.14,71.67,30,0.43,73,10,
"2017-08-21 04:55:00-07",4.64,63.11,28,3.09,71.63,32,1.18,71.43,21,
"2017-08-21 05:00:00-07",3.79,61.44,25,4.64,72.05,44,0.86,76.5,22,
"2017-08-21 05:05:00-07",4.73,63.2,25,3,71.39,31,1.09,72.17,18,
"2017-08-21 05:10:00-07",3.64,64.33,21,2.93,71.75,40,1.43,74.55,33,
"2017-08-21 05:15:00-07",1.82,64.53,19,4.55,68.68,44,1,74.82,22,
"2017-08-21 05:20:00-07",4.79,64.38,32,3.29,71.14,35,2.14,70.55,33,
"2017-08-21 05:25:00-07",2.36,65.28,18,5.36,68.21,43,1.27,76.18,22,
"2017-08-21 05:30:00-07",3.14,64.94,34,4,70.33,57,1.79,75.42,38,
"2017-08-21 05:35:00-07",2.33,64.86,7,3.83,69.63,19,1.17,73.18,11,
"2017-08-21 05:40:00-07",6.57,64.27,44,5.86,65.76,45,2.86,73.51,55,
"2017-08-21 05:45:00-07",6.91,61.46,28,3.27,68.57,35,1.55,75.83,30,
"2017-08-21 05:50:00-07",4.42,62.26,31,3.33,69.34,44,1,74.04,23,
"2017-08-21 05:55:00-07",5.36,61.19,27,3.82,70.51,41,1.73,71.85,26,
"2017-08-21 06:00:00-07",5.57,63.24,46,4.29,70.3,57,2.57,74.36,50,
"2017-08-21 06:05:00-07",4.64,66.31,35,5.18,70.89,46,2,71.31,29,
"2017-08-21 06:10:00-07",5.79,65.67,51,3.07,71,47,1.71,73.09,34,
"2017-08-21 06:15:00-07",8.18,65.74,50,7.55,66.85,41,5.27,71.13,60,
"2017-08-21 06:20:00-07",7.07,63.25,40,6,67.79,68,3.64,72.24,63,
"2017-08-21 06:25:00-07",5.64,67.84,38,6.09,70.85,59,3.55,75.17,46,
"2017-08-21 06:30:00-07",6.64,64.1,49,5.14,70.1,68,3.14,72.67,51,
"2017-08-21 06:35:00-07",6.91,64.36,44,5,69.73,52,2.91,72.34,41,
"2017-08-21 06:40:00-07",3.14,61.2,25,6,69.57,70,2.79,72.72,46,
"2017-08-21 06:45:00-07",5.55,65.45,31,4.45,70.87,46,1.36,74.42,24,
"2017-08-21 06:50:00-07",6.43,64.51,43,4.14,67.73,56,1.36,71.4,30,
"2017-08-21 06:55:00-07",4,46.97,31,6,67.96,46,0.82,72,20,
"2017-08-21 07:00:00-07",4.93,66.87,46,4.36,69.26,50,1.86,72,34,
"2017-08-21 07:05:00-07",7,64.47,45,4.09,68.27,44,0.73,71.13,16,
"2017-08-21 07:10:00-07",5.64,64.77,44,6.07,68.87,55,0.93,74.93,29,
"2017-08-21 07:15:00-07",5.18,64.63,27,5,70.79,38,2,72.77,31,
"2017-08-21 07:20:00-07",4.36,57.47,34,3.57,70.5,46,1.5,75.06,31,
"2017-08-21 07:25:00-07",5.18,61.53,34,3.36,68.42,36,0.09,75.67,12,
"2017-08-21 07:30:00-07",6.29,60.79,48,4.29,69.6,50,2.07,72.85,40,
"2017-08-21 07:35:00-07",4.45,67.78,32,3.73,72.73,44,1.45,76.68,28,
"2017-08-21 07:40:00-07",5.43,60.33,40,2.71,68.47,47,2,74.48,40,
"2017-08-21 07:45:00-07",3.27,64.77,31,3.27,71.36,36,1,78.35,26,
"2017-08-21 07:50:00-07",3.71,63.08,38,2.36,70.92,39,0.36,75.21,14,
"2017-08-21 07:55:00-07",3.82,63.68,22,3.73,72.71,34,1.09,74.68,22,
"2017-08-21 08:00:00-07",3.21,62.68,31,2.86,70.94,47,1.5,75.77,30,
"2017-08-21 08:05:00-07",4.64,61.29,31,5.36,69.06,34,1.91,72.97,30,
"2017-08-21 08:10:00-07",4.29,65.07,27,2.36,70.61,31,0.71,68.83,12,
"2017-08-21 08:15:00-07",4.36,64.87,23,4.18,70.61,36,0.64,74.74,19,
"2017-08-21 08:20:00-07",3.86,65.32,31,2.07,72.42,31,0.57,73.69,16,
"2017-08-21 08:25:00-07",1.82,65.71,17,4.27,67.97,31,0.73,76.81,16,
"2017-08-21 08:30:00-07",3.63,63.95,20,3.63,69.54,26,1,72.79,14,
"2017-08-21 08:35:00-07",2.09,64.73,22,2.36,70.79,24,0.73,74.56,18,
"2017-08-21 08:40:00-07",2.64,60.67,27,2.86,71.45,38,0.93,74.67,15,
"2017-08-21 08:45:00-07",4.36,56.9,20,2.27,70.93,28,0.45,75.58,12,
"2017-08-21 08:50:00-07",5.14,66.25,40,3.07,72.08,36,0.29,72.36,14,
"2017-08-21 08:55:00-07",1.64,67.64,11,1.09,61.76,17,0.18,79.14,7,
"2017-08-21 09:00:00-07",3.5,62.59,22,2.43,70.55,31,0.07,78.67,12,
"2017-08-21 09:05:00-07",5.73,65.07,27,1.55,71.45,22,0.64,72.13,16,
"2017-08-21 09:10:00-07",5.75,55.84,19,2.38,69.27,15,0.25,72.57,7,
"2017-08-21 09:15:00-07",4.55,58.61,31,1.91,56.48,21,0.45,71.4,10,
"2017-08-21 09:20:00-07",4.5,66.89,36,3.93,70,43,0.43,73.92,13,
"2017-08-21 09:25:00-07",4.82,64.31,29,0.73,58.91,11,0,74.6,5,
"2017-08-21 09:30:00-07",2.71,64.89,27,2.64,65.24,41,0.71,76.76,21,
"2017-08-21 09:35:00-07",6.2,64.83,12,0.6,67,2,0.2,77,2,
"2017-08-21 09:40:00-07",4.43,63.61,31,4.29,70.18,40,0,74.27,11,
"2017-08-21 09:45:00-07",3.91,65.15,20,2.64,69.2,20,0.27,72,8,
"2017-08-21 09:50:00-07",3.71,62.7,20,1.5,68.47,17,0,78.57,7,
"2017-08-21 09:55:00-07",3.36,55.74,23,1.91,73.45,20,0,76.2,5,
"2017-08-21 10:00:00-07",2.21,64.55,20,4.29,68,24,0.5,72.67,12,
"2017-08-21 10:05:00-07",1.45,64.8,10,1.45,68.71,14,0.27,73.57,7,
"2017-08-21 10:10:00-07",3.71,60.35,20,1.14,69.61,18,0,69.25,4,
"2017-08-21 10:15:00-07",1.36,67.55,11,1.64,68.4,15,0,79,2,
"2017-08-21 10:20:00-07",2.43,64.67,18,1.57,70.69,16,0,74,6,
"2017-08-21 10:25:00-07",4.91,66.42,38,6,70.71,59,3.82,71.4,53,
"2017-08-21 10:30:00-07",8.07,63.2,81,10.14,67.21,117,8.93,67.78,138,
"2017-08-21 10:35:00-07",15.73,54.71,96,13.27,60.36,106,13.91,60.91,137,
"2017-08-21 10:40:00-07",21.71,35.94,119,19.93,32.53,115,21.71,32.09,134,
"2017-08-21 10:45:00-07",21,30.03,92,21.18,30.09,85,19.18,33.12,101,
"2017-08-21 10:50:00-07",15.86,37.71,92,15.57,39.42,115,13.14,41.22,117,
"2017-08-21 10:55:00-07",14.27,40.76,71,14.55,41.43,81,13.27,43.07,97,
"2017-08-21 11:00:00-07",11.63,44.03,60,13.75,44.61,66,15,45.18,82,
"2017-08-21 11:05:00-07",13.55,39.92,74,14.27,40.79,82,13.18,43.72,99,
"2017-08-21 11:10:00-07",17.93,38.13,121,14.64,38.75,109,16.57,34.5,109,
"2017-08-21 11:15:00-07",44.5,13.09,33,32.17,17.05,42,26.33,17.5,44,
"2017-08-21 11:20:00-07",33.38,17.48,50,31.38,16.34,53,20.75,23.03,59,
"2017-08-21 11:25:00-07",35.73,16.32,77,26.27,19.74,76,23.18,20.73,82,
"2017-08-21 11:30:00-07",29.36,17.08,89,32,17.95,99,26.07,19.13,99,
"2017-08-21 11:35:00-07",26.09,20.88,80,23.18,22.52,81,21.82,24.19,84,
"2017-08-21 11:40:00-07",27,20.56,81,26.92,21.48,96,21.42,23.57,88,
"2017-08-21 11:45:00-07",37.36,12.41,59,34.55,12.99,68,25.64,17.26,72,
"2017-08-21 11:50:00-07",38.88,13.04,46,31.88,16.21,56,26.5,18.83,53,
"2017-08-21 11:55:00-07",27.45,18.68,75,26.09,21.04,77,21,23.39,76,
"2017-08-21 12:00:00-07",42.43,10.76,74,36.93,12.87,92,30.79,13.82,92,
"2017-08-21 12:05:00-07",36.09,13.12,60,26.55,16.69,67,32.64,15.54,74,
"2017-08-21 12:10:00-07",38.43,10.25,68,40.64,10.23,77,38.86,11.22,87,
"2017-08-21 12:15:00-07",36.18,9.7,50,35.91,11.67,60,31.64,11.66,59,
"2017-08-21 12:20:00-07",45.07,7.84,56,36.64,11.31,75,32.14,13.29,86,
"2017-08-21 12:25:00-07",34.36,14.28,68,31.09,17.16,73,24.73,21.1,81,
"2017-08-21 12:30:00-07",31.57,16.53,95,37.93,13.9,86,27.14,16.13,93,
"2017-08-21 12:35:00-07",28.45,20.85,87,19,23.1,67,20.55,25.13,86,
"2017-08-21 12:40:00-07",35.07,15.42,101,31,18.14,99,24.07,19.73,97,
"2017-08-21 12:45:00-07",34.55,14.57,70,28.73,17.17,64,26.73,18.83,71,
"2017-08-21 12:50:00-07",33.64,17.04,90,28.86,21.29,103,23,22.95,106,
"2017-08-21 12:55:00-07",25.73,22.94,71,21.91,25.15,79,19.45,27.28,86,
"2017-08-21 13:00:00-07",37.21,13.94,80,35.5,16.08,92,24.71,18.47,98,
"2017-08-21 13:05:00-07",34.09,17.25,81,29.82,19.01,75,21.55,20.66,76,
"2017-08-21 13:10:00-07",29.93,17.3,97,26.57,19.85,99,23.07,21.08,101,
"2017-08-21 13:15:00-07",33.64,17.09,80,25.36,21.01,73,24,21.61,83,
"2017-08-21 13:20:00-07",33.64,16.93,95,27.43,19.52,96,21.57,22.11,101,
"2017-08-21 13:25:00-07",32.36,14.74,73,28.73,19.19,80,20.82,23.05,77,
"2017-08-21 13:30:00-07",34.21,17.01,95,27.21,18.65,92,22.5,20.02,97,
"2017-08-21 13:35:00-07",30.91,16.21,77,34.55,17.28,81,25.91,19.82,74,
"2017-08-21 13:40:00-07",26.63,17,46,27.5,18.04,49,27.38,16.58,53,
"2017-08-21 13:45:00-07",26.64,20.94,79,26.36,23.46,92,19.64,26.06,83,
"2017-08-21 13:50:00-07",30.07,19.29,96,28.64,21.52,99,24.86,22.76,119,
"2017-08-21 13:55:00-07",27.73,22.34,73,28.45,20.11,72,21.36,23.02,84,
"2017-08-21 14:00:00-07",39.93,14.2,84,34.14,15.82,93,28.64,18.85,97,
"2017-08-21 14:05:00-07",31.36,16.33,73,27,20.09,78,22.73,19.82,76,
"2017-08-21 14:10:00-07",30.57,19.18,103,26.57,21.23,104,21.86,22.33,101,
"2017-08-21 14:15:00-07",33.91,14.35,71,26,17.18,68,25.09,18,70,
"2017-08-21 14:20:00-07",30.64,16.55,74,33.36,13.53,81,23.57,19.17,95,
"2017-08-21 14:25:00-07",32.55,16.27,73,29.82,18.72,78,23.55,19.11,74,
"2017-08-21 14:30:00-07",34.07,15.13,90,28.71,18.89,93,24.5,19.91,103,
"2017-08-21 14:35:00-07",33.64,13.88,65,36.36,14.38,74,33,14.39,72,
"2017-08-21 14:40:00-07",41,9.24,34,40,11.39,46,25.25,14.14,43,
"2017-08-21 14:45:00-07",38.27,11.3,47,33.27,15.59,66,30,15.74,70,
"2017-08-21 14:50:00-07",39.57,10.92,72,37,13.54,84,27.71,15.15,84,
"2017-08-21 14:55:00-07",39.09,10.67,61,34,12.3,66,32.64,12.89,72,
"2017-08-21 15:00:00-07",27.71,17.96,84,31.29,17.74,92,25.36,19.51,90,
"2017-08-21 15:05:00-07",20.09,26.7,80,19.64,26.29,68,20.55,27.24,85,
"2017-08-21 15:10:00-07",28.57,19.03,97,27.21,20.22,97,23.21,20.77,97,
"2017-08-21 15:15:00-07",35,17.19,81,26,21,76,22.18,21.79,78,
"2017-08-21 15:20:00-07",33.93,18.32,104,26.36,22.52,101,20.64,24.55,95,
"2017-08-21 15:25:00-07",36.82,14.39,66,36.27,16.14,74,25.73,20.64,78,
"2017-08-21 15:30:00-07",31.86,14.64,78,32.64,16.68,88,24.43,19.4,97,
"2017-08-21 15:35:00-07",31.64,13.8,60,35.64,16.87,60,25.91,18.92,75,
"2017-08-21 15:40:00-07",39,15.45,53,33.25,14.46,50,32.5,15.33,51,
"2017-08-21 15:45:00-07",30.91,17.82,72,28.09,18.88,82,26.18,20.96,90,
"2017-08-21 15:50:00-07",29.21,19.15,99,21.21,23.8,94,23.29,23.5,100,
"2017-08-21 15:55:00-07",34.36,16.06,72,30.45,17.24,76,26.64,17.94,77,
"2017-08-21 16:00:00-07",33,16.95,85,29.36,18,84,21.71,21.36,90,
"2017-08-21 16:05:00-07",35.55,14.95,76,27.64,16.5,68,28.27,18.04,77,
"2017-08-21 16:10:00-07",35.29,17.11,94,28,20.14,90,27.86,19.16,112,
"2017-08-21 16:15:00-07",31.73,19.59,74,24.73,23.38,84,24.18,22.99,87,
"2017-08-21 16:20:00-07",30.43,15.82,89,38.86,14.72,85,32,16.68,96,
"2017-08-21 16:25:00-07",34.82,16.04,74,34,17.35,83,29.73,19.77,83,
"2017-08-21 16:30:00-07",30.29,14.21,85,31.64,16.97,86,27.36,18.42,95,
"2017-08-21 16:35:00-07",34.45,16.91,77,29.91,19.97,77,18.55,22.91,70,
"2017-08-21 16:40:00-07",28.36,21.19,91,23.5,23.58,98,21,26.6,120,
"2017-08-21 16:45:00-07",38.64,13.34,65,28.91,18.23,75,26.91,17.51,79,
"2017-08-21 16:50:00-07",34.43,13.74,68,29.93,16.83,90,28.29,19.31,97,
"2017-08-21 16:55:00-07",30.64,16.86,71,31.82,18.01,80,23.91,19.69,75,
"2017-08-21 17:00:00-07",38.64,15.18,77,28.21,19.24,95,23.79,20.83,94,
"2017-08-21 17:05:00-07",32.45,15.73,74,29.91,18.97,74,24.36,21.8,85,
"2017-08-21 17:10:00-07",30.29,19.4,94,27.57,21.02,84,23.57,23.23,99,
"2017-08-21 17:15:00-07",25.91,21.63,63,25,24.54,79,21.45,24.05,82,
"2017-08-21 17:20:00-07",35.79,15.02,95,32.79,17.49,94,24.43,22.6,112,
"2017-08-21 17:25:00-07",31.73,15.14,70,30.36,20.45,76,23.55,21.67,78,
"2017-08-21 17:30:00-07",40.64,14.01,84,32.79,17.68,95,25.14,21.94,117,
"2017-08-21 17:35:00-07",38.45,11.4,57,33.64,14.41,66,28.73,18.03,76,
"2017-08-21 17:40:00-07",37.57,14.26,68,32.29,18.55,94,25.14,20.29,98,
"2017-08-21 17:45:00-07",28.36,25.13,92,17.18,31.46,74,16.18,34.96,89,
"2017-08-21 17:50:00-07",28.57,18.56,90,34.43,20.17,92,23.86,24.46,92,
"2017-08-21 17:55:00-07",34.45,16.81,74,31.27,17.52,77,22.73,21.12,75,
"2017-08-21 18:00:00-07",41.5,11.75,87,29.14,16.78,89,30.57,17.32,85,
"2017-08-21 18:05:00-07",30,18.46,63,31.36,19.28,79,27.82,19.63,86,
"2017-08-21 18:10:00-07",37.64,16.44,86,30.43,18.42,89,27.79,21.58,105,
"2017-08-21 18:15:00-07",32.27,18.76,79,28.64,23.12,74,21.27,26.48,87,
"2017-08-21 18:20:00-07",38.29,15.33,87,33.36,17.67,92,25.07,19.59,106,
"2017-08-21 18:25:00-07",34.36,15.74,53,37.36,15.73,78,20.73,21.39,71,
"2017-08-21 18:30:00-07",31.57,16.4,90,33.21,16.52,93,28.36,18.98,105,
"2017-08-21 18:35:00-07",38.18,15.74,69,22.82,19.99,71,23.27,20.89,83,
"2017-08-21 18:40:00-07",28.29,23.29,95,27.07,24.53,111,20.29,26.18,101,
"2017-08-21 18:45:00-07",39.18,14.37,67,34.64,16,64,23.64,21.4,84,
"2017-08-21 18:50:00-07",34.36,18.78,90,23.5,20.2,80,22.93,22.9,101,
"2017-08-21 18:55:00-07",27,17.14,59,25.36,20.29,69,25,21.64,90,
"2017-08-21 19:00:00-07",32.71,15.82,89,29.93,19.21,94,22.93,21.4,105,
"2017-08-21 19:05:00-07",31.82,17.58,76,28.82,20.99,76,22.55,22.68,81,
"2017-08-21 19:10:00-07",33.21,19.62,94,22.43,24.02,89,19.57,24.86,106,
"2017-08-21 19:15:00-07",30.45,18.46,57,32,21.9,77,22.91,22.64,85,
"2017-08-21 19:20:00-07",35.36,14.57,84,27.07,18.82,89,23.29,19.6,90,
"2017-08-21 19:25:00-07",33.27,15.78,64,29.55,19.8,70,21.18,19.58,73,
"2017-08-21 19:30:00-07",26.36,22.82,97,26.36,24.16,99,18.93,26.53,104,
"2017-08-21 19:35:00-07",33.82,15.48,62,36.27,18.04,68,21.82,20.27,73,
"2017-08-21 19:40:00-07",34.86,17.5,82,31.07,17.33,82,29.36,18.08,105,
"2017-08-21 19:45:00-07",31.33,16.7,33,33.5,18.59,39,27,19.68,41,
"2017-08-21 19:50:00-07",33.57,20.75,88,28.36,21.36,78,21.21,23.08,101,
"2017-08-21 19:55:00-07",32.09,19.48,66,24.82,23.94,68,18.64,24.64,75,
"2017-08-21 20:00:00-07",36.14,16.83,77,29.86,20.69,84,21.07,22.98,100,
"2017-08-21 20:05:00-07",39.45,14.53,60,34.45,14.01,68,26.91,17.49,73,
"2017-08-21 20:10:00-07",25.21,24.67,85,26.07,27.48,88,17.64,29.02,104,
"2017-08-21 20:15:00-07",37.27,16.12,66,29,18.84,64,25.73,18.83,80,
"2017-08-21 20:20:00-07",31,20.04,97,30.07,21.35,98,23.29,22.9,106,
"2017-08-21 20:25:00-07",27.09,22.57,68,21.45,27.41,75,17.64,30.46,85,
"2017-08-21 20:30:00-07",28.71,19.7,86,27.71,20.88,95,23.21,20.16,102,
"2017-08-21 20:35:00-07",38.18,16.59,63,24,21.61,77,21.36,23.02,81,
"2017-08-21 20:40:00-07",35.21,18.29,94,32.14,20.12,94,19.14,23.39,100,
"2017-08-21 20:45:00-07",29.64,17.68,59,32.18,19.35,72,22.27,21.35,78,
"2017-08-21 20:50:00-07",40.21,12.42,69,40.5,14.7,81,29.29,15.86,94,
"2017-08-21 20:55:00-07",35.91,14.96,55,37.64,14.86,71,27.64,16.41,73,
"2017-08-21 21:00:00-07",34,20.35,95,26.07,24.4,95,17.07,26.4,96,
"2017-08-21 21:05:00-07",23.27,30.56,63,20.27,31.28,81,18.27,29.47,90,
"2017-08-21 21:10:00-07",35.21,18.1,99,29.86,20.75,85,20.71,24.65,107,
"2017-08-21 21:15:00-07",38.45,16.13,60,33.45,17.69,75,26.55,17.99,77,
"2017-08-21 21:20:00-07",29.71,21.99,107,26.14,22.51,98,19.36,24.88,104,
"2017-08-21 21:25:00-07",36,19.51,70,29.64,20.27,67,20.09,23.9,80,
"2017-08-21 21:30:00-07",35.79,18.95,65,32,19.26,102,20.64,22.22,97,
"2017-08-21 21:35:00-07",22,26.48,62,23.18,25.07,75,20.73,26.63,86,
"2017-08-21 21:40:00-07",31.13,24.05,58,21.5,24.73,52,19.88,27.22,64,
"2017-08-21 21:45:00-07",38.18,14.61,49,23.09,19.18,67,22.64,20.58,81,
"2017-08-21 21:50:00-07",37.21,15.04,81,28.86,19.2,87,25.5,20.88,109,
"2017-08-21 21:55:00-07",37.36,19.72,76,27.18,23.75,71,24,25.13,97,
"2017-08-21 22:00:00-07",20,31,81,19.36,32.68,115,17.5,34.58,123,
"2017-08-21 22:05:00-07",24.91,26.84,51,20.09,25.22,69,19.82,26.02,82,
"2017-08-21 22:10:00-07",6.57,61.18,56,5.36,66.34,59,3.43,71.73,63,
"2017-08-21 22:15:00-07",5.36,64.09,33,4.64,67.85,53,3.73,72.42,52,
"2017-08-21 22:20:00-07",4.93,64.82,50,5.79,68.48,71,3.43,71.4,58,
"2017-08-21 22:25:00-07",4.55,61.71,38,5.18,68.61,54,4,70.45,53,
"2017-08-21 22:30:00-07",3.36,65.71,28,3.57,68.28,47,1.64,73,35,
"2017-08-21 22:35:00-07",3.18,62.54,24,4.36,67.59,44,2.18,71.7,33,
"2017-08-21 22:40:00-07",2.86,60,27,3.86,68.9,51,1.5,71.42,31,
"2017-08-21 22:45:00-07",2.82,57.91,23,4.73,69.79,42,2.64,71.14,37,
"2017-08-21 22:50:00-07",4.36,62.46,26,5.21,69.57,53,1.07,72.57,28,
"2017-08-21 22:55:00-07",4.45,62.8,25,3.82,71.25,44,1.45,73.5,28,
"2017-08-21 23:00:00-07",3.86,62.31,29,2.21,70.34,41,0.93,72.67,24,
"2017-08-21 23:05:00-07",3.36,65.53,17,4.09,67.45,33,2.64,73.51,37,
"2017-08-21 23:10:00-07",4.36,61.64,28,3.14,70.09,53,1.36,73.27,33,
"2017-08-21 23:15:00-07",3.45,62.81,21,2.36,70.71,21,0.18,73,5,
"2017-08-21 23:20:00-07",3,65.09,23,2.86,66.08,37,1.5,71.15,33,
"2017-08-21 23:25:00-07",5.64,60.86,21,3,69.29,28,1,73.67,15,
"2017-08-21 23:30:00-07",6.43,63.49,35,1.93,70.33,33,0.86,73.36,22,
"2017-08-21 23:35:00-07",1.27,70.71,14,1.55,70.73,22,0.09,32.86,7,
"2017-08-21 23:40:00-07",3.14,59.11,27,3.36,71.33,48,0.86,74.59,22,
"2017-08-21 23:45:00-07",1.91,55.42,12,1,68.82,17,0.27,75.54,13,
"2017-08-21 23:50:00-07",1.71,65,22,5.14,66.88,49,0.86,70.76,21,
"2017-08-21 23:55:00-07",1.36,66.13,8,1.55,71.36,14,0.27,70.27,11,
"2017-08-22 00:00:00-07",2,62.45,22,1.54,68.59,17,0.23,76.71,7,
"2017-08-22 00:05:00-07",1.4,56.63,8,0.8,69.36,11,0.7,74.69,13,
"2017-08-22 00:10:00-07",0.86,67.29,14,1.43,73.79,29,0,69.2,5,
