starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-08-22 23:55:00-07",5.07,62.11,19,0.29,69,10,0,75.33,6,
"2017-08-23 00:00:00-07",5.56,65.25,16,2.44,69.65,17,0.56,72,12,
"2017-08-23 00:05:00-07",2.07,63.87,15,0.36,69.33,6,0.07,72.33,3,
"2017-08-23 00:10:00-07",4.4,59.73,22,2.6,69.17,24,0,70.8,5,
"2017-08-23 00:15:00-07",3.93,61.96,25,1.29,67.29,14,0,75,2,
"2017-08-23 00:20:00-07",4,63.52,23,1.4,69.13,15,0,,0,
"2017-08-23 00:25:00-07",3.79,61.06,17,2.36,69.95,19,0,80,3,
"2017-08-23 00:30:00-07",2.73,57.24,17,0.8,68.81,21,0,68,6,
"2017-08-23 00:35:00-07",2.43,63.58,12,2.86,68.76,21,0,75,2,
"2017-08-23 00:40:00-07",3.33,59.73,15,2.87,65.39,23,0.33,71.75,8,
"2017-08-23 00:45:00-07",3,64.4,15,2.29,61.87,15,0,71,4,
"2017-08-23 00:50:00-07",3.07,60.08,13,0.53,68.43,7,0,74.5,4,
"2017-08-23 00:55:00-07",1.25,59.67,3,0,74.25,4,0,,0,
"2017-08-23 01:00:00-07",4.53,63.13,23,0.67,35.5,6,0,66,1,
"2017-08-23 01:05:00-07",4.07,58.21,19,1.14,70.67,15,0.07,61.5,8,
"2017-08-23 01:10:00-07",4.6,64.57,23,1.4,69.3,10,0,64,1,
"2017-08-23 01:15:00-07",2.86,62.31,13,0.64,70,10,0.07,69.33,3,
"2017-08-23 01:20:00-07",1.13,68.5,10,0.8,71.21,14,0,75,2,
"2017-08-23 01:25:00-07",2.71,63.43,14,0.79,69.33,9,0.14,72.6,5,
"2017-08-23 01:30:00-07",2.33,56.3,10,1.07,69.83,12,0,69,1,
"2017-08-23 01:35:00-07",2,67.57,7,1.25,73.11,9,0,,0,
"2017-08-23 01:40:00-07",4.13,60.62,21,1.8,65.83,12,0,65.67,3,
"2017-08-23 01:45:00-07",5.21,61.5,22,0.79,52.22,9,0,69.4,5,
"2017-08-23 01:50:00-07",4.64,62.13,16,3.73,64.79,14,0,71,1,
"2017-08-23 01:55:00-07",1.5,66.11,9,0.92,72.9,10,0,69,1,
"2017-08-23 02:00:00-07",2.55,46.2,10,0.73,68.6,5,0,76,2,
"2017-08-23 02:05:00-07",3.75,63.21,14,1.08,64.47,15,0,72,1,
"2017-08-23 02:10:00-07",2.2,61.5,8,0.4,67.54,13,0,67,2,
"2017-08-23 02:15:00-07",2.36,62.39,18,1.29,66.22,9,0,73.75,4,
"2017-08-23 02:20:00-07",3.8,64.9,20,1.53,68.33,12,0,78,2,
"2017-08-23 02:25:00-07",3,63.32,22,1.43,67.23,13,0,66.67,3,
"2017-08-23 02:30:00-07",2.53,63.94,18,1.2,69.65,17,0.2,71.8,5,
"2017-08-23 02:35:00-07",2.14,64,18,0.36,71.56,9,0,,0,
"2017-08-23 02:40:00-07",1.53,65.42,12,1,70,13,0.13,70.5,6,
"2017-08-23 02:45:00-07",2.43,55.94,17,1.93,61.3,20,0,69.67,3,
"2017-08-23 02:50:00-07",3.6,57.75,16,0.47,62.5,10,0.13,59.83,6,
"2017-08-23 02:55:00-07",1.57,48.18,11,1.5,69.27,15,0.21,61,1,
"2017-08-23 03:00:00-07",4.13,63.38,21,1.27,73.24,17,0,68,1,
"2017-08-23 03:05:00-07",2.36,63,12,1.29,67.08,12,0,86,2,
"2017-08-23 03:10:00-07",2.27,64.95,19,0.67,70.27,15,0,71.33,3,
"2017-08-23 03:15:00-07",5.86,62.17,24,0.71,68.8,15,0,77.5,4,
"2017-08-23 03:20:00-07",3.4,64.09,22,2.73,68.15,20,0,73,1,
"2017-08-23 03:25:00-07",3.93,63.48,21,1.86,69.86,14,0,77.5,4,
"2017-08-23 03:30:00-07",2.47,63.05,21,0.67,74.3,20,0.2,73.11,9,
"2017-08-23 03:35:00-07",1.86,61.73,15,0.29,75,6,0.07,74,2,
"2017-08-23 03:40:00-07",1.73,58.88,17,0.4,67.88,8,0,71,1,
"2017-08-23 03:45:00-07",1.93,63.46,13,1.79,70.25,24,1,69.26,19,
"2017-08-23 03:50:00-07",8.87,61.94,50,6.33,66.75,56,2.8,72.06,48,
"2017-08-23 03:55:00-07",3.57,55.44,18,2.5,68.58,24,0.21,75,8,
"2017-08-23 04:00:00-07",6,61.95,22,3,68.63,32,0.18,75,6,
"2017-08-23 04:05:00-07",3.63,61,13,3,70.17,23,1.13,71.8,15,
"2017-08-23 04:10:00-07",5.4,62.72,29,2.53,64.64,33,0.87,73.6,25,
"2017-08-23 04:15:00-07",7.21,63.82,33,6,69.27,51,2.5,72.43,47,
"2017-08-23 04:20:00-07",1.93,71,29,3.33,71.73,44,0.93,76.17,29,
"2017-08-23 04:25:00-07",6.43,65.1,42,4.21,71.8,46,2.36,73.36,42,
"2017-08-23 04:30:00-07",5.87,64.08,48,6.47,69.25,63,2.33,75.48,54,
"2017-08-23 04:35:00-07",5.5,63.94,51,7.79,68.8,82,2.29,74.98,49,
"2017-08-23 04:40:00-07",5.47,59.93,42,5.33,70.39,69,3.47,74.99,68,
"2017-08-23 04:45:00-07",6.36,64.47,49,6.07,72.16,62,3.36,73.31,62,
"2017-08-23 04:50:00-07",6.07,65.84,49,4.53,70.14,59,3.8,75.92,71,
"2017-08-23 04:55:00-07",8.07,63.64,42,6.43,69.71,66,5.71,76.35,92,
"2017-08-23 05:00:00-07",5.4,62.91,44,6.53,66.59,76,3.93,73.36,69,
"2017-08-23 05:05:00-07",4.5,58.8,41,7,67,70,4.36,73.95,82,
"2017-08-23 05:10:00-07",4.47,66.98,50,8.07,69.21,82,6.53,73.38,109,
"2017-08-23 05:15:00-07",8.07,63.6,58,8.93,68.6,88,8.79,71.87,136,
"2017-08-23 05:20:00-07",5.93,65.21,57,9.87,68.36,108,8.27,72.23,135,
"2017-08-23 05:25:00-07",9,61.71,62,9.14,68.33,100,8.29,73.27,126,
"2017-08-23 05:30:00-07",8.6,64.63,79,9.93,66.96,110,10.6,71.17,169,
"2017-08-23 05:35:00-07",7.36,63.31,55,9.43,68.15,103,10.21,69.93,148,
"2017-08-23 05:40:00-07",8.4,62.09,78,11.53,66.02,122,11.6,68.37,175,
"2017-08-23 05:45:00-07",11.29,58.95,81,13,65.95,120,11.43,67.72,160,
"2017-08-23 05:50:00-07",9.67,60.99,77,9.87,67.18,115,7.8,72.24,127,
"2017-08-23 05:55:00-07",10.79,63.05,85,9.07,67.27,95,9.29,70.88,136,
"2017-08-23 06:00:00-07",11.07,60.69,78,11.93,66.64,119,11.4,68.9,179,
"2017-08-23 06:05:00-07",10,59.53,53,13.38,63.64,69,10.38,69.2,90,
"2017-08-23 06:10:00-07",11.2,59.28,95,15.07,60.4,154,13.87,62.52,188,
"2017-08-23 06:15:00-07",15.21,57.42,105,14.57,60.79,137,16.29,63.47,205,
"2017-08-23 06:20:00-07",20.07,42.31,131,18.73,44.69,138,18.13,44.49,173,
"2017-08-23 06:25:00-07",15.71,53.47,120,15.29,58.97,135,11.5,61.2,153,
"2017-08-23 06:30:00-07",15.29,54.63,98,12.64,60.69,112,11.36,64.13,154,
"2017-08-23 06:35:00-07",19.85,47.41,138,18.46,51.75,151,16.23,55.29,171,
"2017-08-23 06:40:00-07",24.07,35.57,136,24.33,36.43,127,20.8,37.46,158,
"2017-08-23 06:45:00-07",14,53.96,118,12.71,57.08,119,10.57,60.23,137,
"2017-08-23 06:50:00-07",14.8,51.29,113,14.6,55.16,139,12.07,58.53,154,
"2017-08-23 06:55:00-07",19.36,50.71,139,19.36,54.52,135,12.14,58.72,147,
"2017-08-23 07:00:00-07",10.55,63.25,71,13.55,66.53,109,11.55,69.52,132,
"2017-08-23 07:05:00-07",9.42,63.1,71,10.92,68.01,99,9.42,70.65,124,
"2017-08-23 07:10:00-07",13.6,61.58,125,10.8,65.1,128,10.87,68.69,163,
"2017-08-23 07:15:00-07",11.86,54.8,97,7.71,66.84,92,8.36,72.33,129,
"2017-08-23 07:20:00-07",10.67,60.2,96,11.27,66.78,139,9.73,70.66,154,
"2017-08-23 07:25:00-07",15.29,56.59,98,13.5,62.58,127,11.29,66.53,154,
"2017-08-23 07:30:00-07",10.6,61.83,93,12.4,66.11,133,10.4,70.45,173,
"2017-08-23 07:35:00-07",14.07,58.39,104,15.36,62.16,132,9.57,67.65,139,
"2017-08-23 07:40:00-07",13.44,61.89,64,14.56,63.43,75,10.22,69.12,95,
"2017-08-23 07:45:00-07",13.07,61.79,100,11.71,65.84,113,9.93,69.17,149,
"2017-08-23 07:50:00-07",14.07,57.54,113,13.8,63.18,123,10.53,67.33,156,
"2017-08-23 07:55:00-07",12.36,57.51,96,13.5,64.41,118,7.07,68.68,109,
"2017-08-23 08:00:00-07",9.27,61.21,102,13.73,63.86,118,10.13,67.82,154,
"2017-08-23 08:05:00-07",6.88,62.62,37,9,65.85,52,6.13,70.61,54,
"2017-08-23 08:10:00-07",9.64,62.41,68,10.18,65.85,93,10.36,69.91,118,
"2017-08-23 08:15:00-07",10.78,60.56,62,8.44,67.12,67,5.67,71.54,56,
"2017-08-23 08:20:00-07",10.75,62.21,68,12.25,66.71,107,10,71.41,133,
"2017-08-23 08:25:00-07",11.67,59.63,88,10.83,66.86,95,7.58,72.11,103,
"2017-08-23 08:30:00-07",14.8,58.45,100,12.33,64.54,114,8,70.22,124,
"2017-08-23 08:35:00-07",14.33,61.29,91,14.08,65.18,104,8.25,69.52,104,
"2017-08-23 08:40:00-07",13.73,59.7,101,9.47,65.87,102,6.87,70.1,110,
"2017-08-23 08:45:00-07",13.25,56.14,84,11.92,63.7,92,8.67,69.58,113,
"2017-08-23 08:50:00-07",10.89,59.88,51,9.22,65.58,65,11.22,69.65,99,
"2017-08-23 08:55:00-07",12.17,59.89,109,11,66.42,90,9.25,70.17,118,
"2017-08-23 09:00:00-07",11.47,59.18,100,12.87,65.04,115,8.8,69.46,140,
"2017-08-23 09:05:00-07",11,57.08,80,14.36,61.7,88,8.27,67.32,91,
"2017-08-23 09:10:00-07",8,61.53,62,13.46,65.56,104,8.62,69.34,121,
"2017-08-23 09:15:00-07",9.73,59.5,60,9.55,67.47,73,8,72.05,93,
"2017-08-23 09:20:00-07",11.62,60.52,83,14,64.84,109,8.08,69.67,109,
"2017-08-23 09:25:00-07",10.44,56.73,51,17.67,63.21,91,12.67,66.73,109,
"2017-08-23 09:30:00-07",11,60.53,83,15.08,64.39,102,9.54,69.41,127,
"2017-08-23 09:35:00-07",11.44,58.78,63,13.78,64.42,76,11.44,66.84,87,
"2017-08-23 09:40:00-07",13.62,56.14,91,14.85,55.51,122,9.31,69.19,130,
"2017-08-23 09:45:00-07",13.11,60.46,68,12.67,63.78,68,9,68.62,81,
"2017-08-23 09:50:00-07",10.5,58.3,71,14.5,63.94,102,9.25,67.55,113,
"2017-08-23 09:55:00-07",11.56,60.44,73,12.56,64,78,10.56,69.42,92,
"2017-08-23 10:00:00-07",13.77,59.07,95,11.69,63.97,99,8.46,68.37,123,
"2017-08-23 10:05:00-07",19.5,57.66,92,12.1,64.63,81,10.1,67.91,99,
"2017-08-23 10:10:00-07",12.93,60.56,100,12.36,65.71,106,9.36,69.66,134,
"2017-08-23 10:15:00-07",12.78,60.93,68,13.11,65.79,80,8.78,69.98,84,
"2017-08-23 10:20:00-07",12.25,59.55,51,12.63,63.4,58,8.88,68.94,77,
"2017-08-23 10:25:00-07",11,58.74,66,15,63.95,75,8.56,69.66,80,
"2017-08-23 10:30:00-07",10.67,61.09,54,10.44,65.33,66,9.44,71.13,91,
"2017-08-23 10:35:00-07",14.6,59.3,86,11.2,64.4,77,10.5,68.49,109,
"2017-08-23 10:40:00-07",13,59.7,50,12.86,65.26,53,9.86,70.35,71,
"2017-08-23 10:45:00-07",10.4,59.97,60,12.4,65.95,83,6.9,71.44,75,
"2017-08-23 10:50:00-07",22.75,42.78,74,17.33,47.8,91,14.08,51.35,118,
"2017-08-23 10:55:00-07",36.67,29.59,98,22.44,36.95,78,17.44,37.57,86,
"2017-08-23 11:00:00-07",23.54,37.89,92,22.08,42.46,112,15.23,43.79,126,
"2017-08-23 11:05:00-07",13,51.53,58,17.11,51.03,73,12.56,56.35,89,
"2017-08-23 11:10:00-07",29,19,41,33.57,21.64,50,19.57,26.84,56,
"2017-08-23 11:15:00-07",31.55,29.79,95,21.27,37.32,74,16.18,38.81,107,
"2017-08-23 11:20:00-07",32.75,28.38,98,22.33,33.68,88,16.75,38.04,109,
"2017-08-23 11:25:00-07",36.09,23.14,70,29.36,26.4,87,24.18,28.57,109,
"2017-08-23 11:30:00-07",25.69,30.28,96,26,32.85,108,18.85,35.85,129,
"2017-08-23 11:35:00-07",34.8,19.24,66,28.7,24.88,69,23.4,27.4,92,
"2017-08-23 11:40:00-07",31.27,23.37,67,30.18,27.66,65,20.27,28.26,92,
"2017-08-23 11:45:00-07",34.67,26.77,77,25.56,34.13,76,17.78,37.35,91,
"2017-08-23 11:50:00-07",28.58,31.06,95,20.75,34.74,88,20.33,36.57,122,
"2017-08-23 11:55:00-07",22.11,34.06,68,22.11,36.63,71,15,38.81,77,
"2017-08-23 12:00:00-07",28.08,31.38,104,21.92,35.38,99,15.92,37.26,119,
"2017-08-23 12:05:00-07",31.89,31.76,86,23.67,36.68,74,15.89,38.93,81,
"2017-08-23 12:10:00-07",28.17,27.13,94,23.08,36,86,16.17,39.37,109,
"2017-08-23 12:15:00-07",28.73,29.23,92,28,32.23,91,19,35.01,108,
"2017-08-23 12:20:00-07",23.5,30.4,75,23.75,35.76,99,16.33,39.11,112,
"2017-08-23 12:25:00-07",27.56,34.34,80,24.44,37.75,67,17.22,41.46,95,
"2017-08-23 12:30:00-07",31.17,28.99,99,24,35.89,87,18,37.6,112,
"2017-08-23 12:35:00-07",30.44,29.38,74,27,35.32,74,17.22,34.43,82,
"2017-08-23 12:40:00-07",30,21.65,69,33.64,25.11,87,21.27,30.08,93,
"2017-08-23 12:45:00-07",33.33,28.19,62,28.67,34.32,50,19.33,35.03,62,
"2017-08-23 12:50:00-07",32.46,24.34,70,29.08,26.31,91,22.92,27.56,95,
"2017-08-23 12:55:00-07",35.22,23.62,63,29.78,25.94,62,18.56,31.01,83,
"2017-08-23 13:00:00-07",26.67,24.08,52,33.33,26.06,69,20.89,30.38,80,
"2017-08-23 13:05:00-07",39.6,22.33,72,30.8,28.55,71,21.67,31.51,90,
"2017-08-23 13:10:00-07",29.29,28.08,48,22,32.82,55,15.86,35.88,59,
"2017-08-23 13:15:00-07",27.5,30.3,71,29.6,32.08,72,16.4,34.95,85,
"2017-08-23 13:20:00-07",35,24.64,67,31.89,28.6,55,18.89,32.02,81,
"2017-08-23 13:25:00-07",26.2,27.44,114,26.4,30.66,115,21.27,30.02,142,
"2017-08-23 13:30:00-07",28.92,28.95,104,28.54,32.84,101,17.62,36.26,122,
"2017-08-23 13:35:00-07",39.82,18.42,71,34.36,22.75,67,27.09,21.95,83,
"2017-08-23 13:40:00-07",36.69,22.27,90,20.23,28.26,86,16.92,32.32,111,
"2017-08-23 13:45:00-07",23,23.07,28,23.83,29.27,44,21.83,32.8,59,
"2017-08-23 13:50:00-07",35.33,26.42,59,20.33,27.3,47,16.67,33.97,67,
"2017-08-23 13:55:00-07",6.8,57.1,50,7.7,67.08,61,6.1,68.58,60,
"2017-08-23 14:00:00-07",15.44,52.88,68,9.78,65.9,61,4.56,70.35,43,
"2017-08-23 14:05:00-07",10.4,59.72,68,8.4,69.57,63,5.2,71.07,60,
"2017-08-23 14:10:00-07",12.29,57.62,55,10.86,69.67,57,6,70.76,46,
"2017-08-23 14:15:00-07",13.55,58.33,85,10.55,63.59,78,7.73,66.72,90,
"2017-08-23 14:20:00-07",11.62,56.83,82,15.15,63.33,117,10.54,62.9,134,
"2017-08-23 14:25:00-07",23.09,33.58,80,24.64,34.36,88,16.36,37.39,102,
"2017-08-23 14:30:00-07",35.08,20.4,86,27,27.87,103,19.69,30,111,
"2017-08-23 14:35:00-07",32.7,18.98,58,34.7,21.81,72,17.9,28.07,70,
"2017-08-23 14:40:00-07",41.14,21.06,48,38.43,22.61,46,22,27.63,63,
"2017-08-23 14:45:00-07",42.7,16.27,59,35.9,20.45,66,28.8,22.81,74,
"2017-08-23 14:50:00-07",33.17,24.15,100,21.92,31.43,90,17,34.89,106,
"2017-08-23 14:55:00-07",34.2,23.67,76,28.5,27.3,73,16.9,30.57,79,
"2017-08-23 15:00:00-07",21.29,35.07,104,16.5,37.85,79,13.5,39.53,112,
"2017-08-23 15:05:00-07",23.2,35.15,81,17.7,37.71,70,11.6,40.64,73,
"2017-08-23 15:10:00-07",23.15,33.31,100,13.62,36.57,79,11.69,38.69,89,
"2017-08-23 15:15:00-07",23.82,35.28,87,15.55,38.25,76,12.45,41.48,85,
"2017-08-23 15:20:00-07",20.46,34.86,90,19.08,38.16,102,12.62,39.48,96,
"2017-08-23 15:25:00-07",20.64,33.55,88,20.45,34.46,76,12.91,40.18,85,
"2017-08-23 15:30:00-07",19,36.79,89,16.5,40.83,86,11.75,41.58,91,
"2017-08-23 15:35:00-07",28.2,32.2,87,20.1,37.2,75,11.8,40.77,74,
"2017-08-23 15:40:00-07",21,34.3,40,11.57,38.7,40,9.29,40.49,41,
"2017-08-23 15:45:00-07",22.33,33.07,115,18.4,38.21,119,10.73,42.26,104,
"2017-08-23 15:50:00-07",22.67,34.82,76,11.33,40.33,54,10.44,41.85,61,
"2017-08-23 15:55:00-07",20.67,36.36,114,22.27,36.73,115,12.4,40.61,115,
"2017-08-23 16:00:00-07",25.56,33.38,56,19.33,38.42,69,12.78,38.51,67,
"2017-08-23 16:05:00-07",26.6,31.22,72,18.4,35.78,72,10.6,40.11,70,
"2017-08-23 16:10:00-07",22.46,32.41,97,18.67,37.43,88,11.83,39.58,83,
"2017-08-23 16:15:00-07",28,32,36,18,42,40,14,43,32,
"2017-08-23 16:20:00-07",21.67,33.68,68,20,38.29,76,11.33,40.23,60,
"2017-08-23 16:25:00-07",22.3,36.19,78,14.7,37.56,68,13.4,39.28,81,
"2017-08-23 16:30:00-07",21.89,32.12,59,17.22,36.23,62,11.11,39.55,58,
"2017-08-23 16:35:00-07",27.6,30.61,82,16.2,40.29,70,12.2,42.62,78,
"2017-08-23 16:40:00-07",18.89,35.06,68,17.11,38.7,71,12.44,43.19,73,
"2017-08-23 16:45:00-07",17.8,37.85,65,16.1,38.89,71,10.6,42.63,70,
"2017-08-23 16:50:00-07",19.56,37.68,69,19.11,38.31,68,10.89,43.52,65,
"2017-08-23 16:55:00-07",21,38.33,73,16.3,38.74,68,13.7,41.23,81,
"2017-08-23 17:00:00-07",23.44,33.58,72,16.33,38.9,62,12.33,41.97,68,
"2017-08-23 17:05:00-07",20.6,32.97,76,14.7,39.34,70,10.8,42.32,68,
"2017-08-23 17:10:00-07",19.46,37.01,96,15.62,39.85,100,14.62,41.64,118,
"2017-08-23 17:15:00-07",16.55,40.62,74,15.36,40.74,78,12.82,42.9,92,
"2017-08-23 17:20:00-07",7.92,62.71,72,13.54,65.99,104,9.85,69.29,133,
"2017-08-23 17:25:00-07",13.5,50.97,37,13,51,36,9.67,49,45,
"2017-08-23 17:30:00-07",14.08,57.46,105,14.08,59.97,139,11.54,66.38,152,
"2017-08-23 17:35:00-07",7.27,61.53,58,10.09,69.08,83,7.73,72.04,90,
"2017-08-23 17:40:00-07",9.62,63.47,75,10.31,66.1,89,9,71.9,123,
"2017-08-23 17:45:00-07",6,66.15,27,10.83,68.31,49,9.17,72.08,62,
"2017-08-23 17:50:00-07",6.62,64.82,55,7.46,69.73,81,6.62,72.59,99,
"2017-08-23 17:55:00-07",9.18,58.93,67,9.18,66.48,71,7.73,71.02,94,
"2017-08-23 18:00:00-07",7.77,63.82,57,7.77,68.8,86,5,71.49,79,
"2017-08-23 18:05:00-07",8.45,64.95,63,7.73,69.39,84,9,71.22,97,
"2017-08-23 18:10:00-07",10.31,61.85,79,8.15,69.78,92,7.54,69.8,105,
"2017-08-23 18:15:00-07",13.6,62.58,67,8.3,71.43,79,7.5,70.98,85,
"2017-08-23 18:20:00-07",14.45,57.32,97,8.82,67.9,77,4.73,73.98,65,
"2017-08-23 18:25:00-07",12.4,59.19,63,9.7,64.27,74,5.6,70.03,64,
"2017-08-23 18:30:00-07",7.75,63,57,7.83,71.61,66,4.25,72.51,63,
"2017-08-23 18:35:00-07",11.22,60.36,58,12.11,65.25,61,6.44,72.23,70,
"2017-08-23 18:40:00-07",9.23,61.33,78,13.38,64.48,91,8,69.94,114,
"2017-08-23 18:45:00-07",7.3,60.73,30,8.9,69.83,70,6.2,74.23,73,
"2017-08-23 18:50:00-07",13.17,60,74,9.33,66,80,5.33,70.9,78,
"2017-08-23 18:55:00-07",8.67,61.25,44,7.44,69.49,57,4.67,72.19,54,
"2017-08-23 19:00:00-07",6.17,66.22,54,8.33,69.49,78,6.67,73.04,90,
"2017-08-23 19:05:00-07",10.5,62.33,58,9.2,66.35,80,5,72.76,63,
"2017-08-23 19:10:00-07",10.5,63.38,71,9.42,67.67,87,6.08,73.25,85,
"2017-08-23 19:15:00-07",8.2,61.15,47,6.7,68.85,55,5.5,74.51,69,
"2017-08-23 19:20:00-07",4.58,60.9,31,7.67,70.11,71,2.67,73.72,43,
"2017-08-23 19:25:00-07",6.89,63.09,35,7.78,67.61,51,4.22,71.96,46,
"2017-08-23 19:30:00-07",9.31,61.25,73,9.46,68,86,6.38,71.53,93,
"2017-08-23 19:35:00-07",8.67,65.05,38,7.44,69.63,54,3.44,73.26,39,
"2017-08-23 19:40:00-07",6.33,62.43,40,6.58,71.02,65,3.42,75.3,54,
"2017-08-23 19:45:00-07",8.89,60.17,46,8,67.09,46,2.56,68.96,26,
"2017-08-23 19:50:00-07",5.64,60.33,30,5.55,64.09,47,1.36,67.2,25,
"2017-08-23 19:55:00-07",8,59.73,40,5.56,67.79,52,3.56,69.46,37,
"2017-08-23 20:00:00-07",8.38,61.19,54,8.62,64.88,66,4.31,68.17,59,
"2017-08-23 20:05:00-07",7,57.35,31,9,65.2,54,4.67,65.85,48,
"2017-08-23 20:10:00-07",10.31,62.21,57,7.08,67.72,50,5.23,69.39,72,
"2017-08-23 20:15:00-07",7,61.73,22,5.33,68.93,28,1.33,69.33,12,
"2017-08-23 20:20:00-07",5.67,60.58,43,9.33,64.33,66,3.25,68.67,46,
"2017-08-23 20:25:00-07",9.33,58.76,51,10.67,61.65,48,6.11,67.67,60,
"2017-08-23 20:30:00-07",4.92,59.34,35,6.58,65.89,57,2.75,68.58,38,
"2017-08-23 20:35:00-07",6,63.67,27,6.56,65.23,52,5.89,69.12,50,
"2017-08-23 20:40:00-07",8,60.67,57,6.92,65.27,70,1.85,70.29,34,
"2017-08-23 20:45:00-07",8.89,59.08,49,9.22,64.42,57,4.11,69.05,44,
"2017-08-23 20:50:00-07",7.15,59.81,57,4.92,64.62,53,3.31,69.96,55,
"2017-08-23 20:55:00-07",8.67,60.29,38,3.78,67.3,30,1.22,70.47,19,
"2017-08-23 21:00:00-07",4,62.56,34,6.15,66.69,61,1.85,70.31,32,
"2017-08-23 21:05:00-07",5,59.38,39,6.2,65,42,2.1,70.3,30,
"2017-08-23 21:10:00-07",3.83,64.2,35,1.92,69.14,28,1.42,69.48,23,
"2017-08-23 21:15:00-07",6.6,64.03,33,2.2,69.85,26,0.3,70.25,8,
"2017-08-23 21:20:00-07",3.17,59.81,27,2.5,68.92,37,1.5,71.09,22,
"2017-08-23 21:25:00-07",6.33,61.29,31,4.78,67.66,38,1.33,66.47,19,
"2017-08-23 21:30:00-07",4.31,59.97,32,4.38,65.84,45,1.15,69.42,24,
"2017-08-23 21:35:00-07",4.44,65.47,34,1.78,70.9,21,1,72.14,14,
"2017-08-23 21:40:00-07",6,61.06,17,2.5,67.73,15,1,71.36,11,
"2017-08-23 21:45:00-07",1.44,64.08,13,3.78,68.96,25,0.67,72.64,14,
"2017-08-23 21:50:00-07",5,60.07,30,6.08,64.05,42,1.92,64.93,28,
"2017-08-23 21:55:00-07",2.56,63.2,15,4.78,66.2,20,0.67,74,12,
"2017-08-23 22:00:00-07",1.92,60.29,21,4.31,66.42,45,1,71.82,22,
"2017-08-23 22:05:00-07",4.33,62.55,20,3.89,70.36,22,1.22,72.56,18,
"2017-08-23 22:10:00-07",2.69,59.3,20,4.46,68.49,35,0.08,72.36,11,
"2017-08-23 22:15:00-07",6.4,62.25,40,4.3,65.91,33,2.2,70.24,29,
"2017-08-23 22:20:00-07",4.56,62.59,22,4.56,68.48,29,0.67,73.09,11,
"2017-08-23 22:25:00-07",5.11,62.45,29,4.44,68.44,34,1.56,74.15,20,
"2017-08-23 22:30:00-07",3.43,66.14,21,1.43,72.33,15,0.14,74.4,5,
"2017-08-23 22:35:00-07",6.78,62.45,31,5,70.49,37,0.67,71.42,12,
"2017-08-23 22:40:00-07",6.29,64.92,24,5.43,69.68,19,0.86,70.18,11,
"2017-08-23 22:45:00-07",5.25,62.76,25,0.75,67.79,14,0.5,71.44,9,
"2017-08-23 22:50:00-07",2.63,66.8,10,3.88,67.07,15,0.38,71.22,9,
"2017-08-23 22:55:00-07",3.89,58.42,12,7,65.41,34,0.67,71,11,
"2017-08-23 23:00:00-07",3.78,61.3,10,1.89,65,15,0.78,70.7,10,
"2017-08-23 23:05:00-07",3.7,65.05,21,3.5,68.28,25,1,71.31,16,
"2017-08-23 23:10:00-07",6.43,63.85,20,4,67.4,20,1.86,71.67,18,
"2017-08-23 23:15:00-07",2.2,65.15,13,3.6,65.88,24,1.6,71.86,21,
"2017-08-23 23:20:00-07",3.33,67.67,15,3.33,67.1,21,0.33,73.25,8,
"2017-08-23 23:25:00-07",2.9,58.4,20,2.7,66.75,20,0.6,70.13,15,
"2017-08-23 23:30:00-07",3.33,63.25,4,2.33,67.6,5,0.33,73.75,4,
"2017-08-23 23:35:00-07",8.2,61.76,21,3.4,67.41,17,0.3,71,10,
"2017-08-23 23:40:00-07",7,65.56,27,1,67.94,18,0.89,70.4,15,
"2017-08-23 23:45:00-07",8.6,63.48,23,3.5,67.89,18,0.8,73.25,16,
"2017-08-23 23:50:00-07",7.33,64,18,3.89,66,19,0.44,66.71,7,
"2017-08-23 23:55:00-07",5.9,61.89,19,2.2,65.76,21,2.6,71,25,
