starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol
"2017-08-22 23:50:00-07",0,68.86,7,2.07,67,28,3.53,58.18,22
"2017-08-22 23:55:00-07",0.21,67,4,0.71,69.5,16,2.86,63.26,23
"2017-08-23 00:00:00-07",0,76,3,0.67,64.41,17,3.33,60.19,16
"2017-08-23 00:05:00-07",0.07,68.2,5,1.64,67.47,17,2.36,64.89,18
"2017-08-23 00:10:00-07",0,84,2,0.47,65.73,11,3,64.6,25
"2017-08-23 00:15:00-07",0.21,69.31,13,1.93,68.38,26,2.43,64.35,17
"2017-08-23 00:20:00-07",0.13,70.56,9,1.4,55.2,20,2.73,63.35,20
"2017-08-23 00:25:00-07",0.21,69,11,1.43,71.42,19,3,65.68,22
"2017-08-23 00:30:00-07",0.53,69.89,18,0.87,69.53,19,2.07,64.26,19
"2017-08-23 00:35:00-07",0,68.75,4,0.86,65.41,17,2.21,63.44,16
"2017-08-23 00:40:00-07",0.13,73.8,5,1.67,67.93,27,1.33,67.11,19
"2017-08-23 00:45:00-07",0.29,68.5,8,1.07,68.22,18,4.36,62.63,19
"2017-08-23 00:50:00-07",0,67.71,7,0.53,68.11,18,2.13,65.94,18
"2017-08-23 00:55:00-07",0.25,66,6,1.38,67.25,12,5.5,62,13
"2017-08-23 01:00:00-07",0.53,64.15,13,0.33,73.71,14,5,61.38,29
"2017-08-23 01:05:00-07",0,70,5,0.71,69.08,13,3.14,62.05,19
"2017-08-23 01:10:00-07",0.07,67.5,10,1.4,52.14,14,2.47,63.07,14
"2017-08-23 01:15:00-07",0.14,68.86,7,0.5,69.28,18,1.5,70.71,17
"2017-08-23 01:20:00-07",0.53,67.56,16,0.33,66.17,6,2.47,63.32,19
"2017-08-23 01:25:00-07",0,66.33,3,0.07,72.78,9,4.36,60.56,18
"2017-08-23 01:30:00-07",0,77,1,0.93,65.31,13,1.87,61.15,13
"2017-08-23 01:35:00-07",0.25,76,4,1.25,65.55,11,0.25,63.75,8
"2017-08-23 01:40:00-07",0,75.2,5,0.53,68.87,15,1.67,62.3,10
"2017-08-23 01:45:00-07",0,68,1,1.36,66.77,13,3.14,60.54,13
"2017-08-23 01:50:00-07",0,68,4,1.45,62.73,15,2.91,61.79,14
"2017-08-23 01:55:00-07",0,67.5,4,0.75,53.67,9,4.58,60.1,20
"2017-08-23 02:00:00-07",0,,0,0,67.83,6,1.91,61.25,8
"2017-08-23 02:05:00-07",0,72,3,0.58,68,5,1.83,49,10
"2017-08-23 02:10:00-07",0,78,1,0.67,71.75,12,1.47,66.09,11
"2017-08-23 02:15:00-07",0.14,69.63,8,0.14,66.71,7,3.07,65.32,25
"2017-08-23 02:20:00-07",0.07,65.67,3,0.73,66.94,16,3.53,61.19,21
"2017-08-23 02:25:00-07",0,69.67,3,0.64,68.6,10,2.5,64.25,16
"2017-08-23 02:30:00-07",0.07,63.33,3,0.13,64,10,2,64.27,11
"2017-08-23 02:35:00-07",0,64.5,2,0.79,65.5,10,2.43,61.08,13
"2017-08-23 02:40:00-07",0,67.8,5,1.13,67.62,13,1.93,64.8,15
"2017-08-23 02:45:00-07",0,72,4,0.93,69.07,15,1.71,71.18,11
"2017-08-23 02:50:00-07",0,70.5,4,1.4,68.56,16,3.27,62.55,22
"2017-08-23 02:55:00-07",0.14,69.44,9,1.71,68.3,20,3.79,62.14,21
"2017-08-23 03:00:00-07",0,71,4,1.07,65.5,10,4.33,58.84,25
"2017-08-23 03:05:00-07",0,69.33,3,2.14,69.08,12,7.07,61.86,29
"2017-08-23 03:10:00-07",0,81,1,0.07,73.33,6,2.47,60.43,14
"2017-08-23 03:15:00-07",0.07,68.8,5,0.79,69.13,16,3.86,59.41,17
"2017-08-23 03:20:00-07",0,70.43,7,1.33,60.82,11,2,58.94,17
"2017-08-23 03:25:00-07",0,70,2,1.29,66.67,12,2.86,60.8,15
"2017-08-23 03:30:00-07",0,,0,0.13,71.75,8,4.73,63.07,27
"2017-08-23 03:35:00-07",0.07,69,2,0.29,66.5,8,3.57,62.48,21
"2017-08-23 03:40:00-07",0,63,1,1.6,66,15,4.53,64.48,21
"2017-08-23 03:45:00-07",0,67.5,4,0.64,66.4,15,5.71,64.38,29
"2017-08-23 03:50:00-07",0,68.8,5,1.27,66.55,11,3.13,62.53,19
"2017-08-23 03:55:00-07",0,71,1,0.71,69,14,1.57,64.33,9
"2017-08-23 04:00:00-07",0.18,70,2,0.36,67.5,4,2.91,59.5,12
"2017-08-23 04:05:00-07",0.5,70,6,0.13,72.75,8,2.5,64.9,10
"2017-08-23 04:10:00-07",0,66.4,5,0.6,66.37,19,3.67,62.88,26
"2017-08-23 04:15:00-07",0.29,71.14,14,1.93,70.3,23,4.93,61.68,19
"2017-08-23 04:20:00-07",0.2,72.21,14,2.53,68.75,24,6,61.46,26
"2017-08-23 04:25:00-07",0,49.14,7,2.93,65.55,22,4.36,60.63,19
"2017-08-23 04:30:00-07",0.2,55.82,11,1.13,69.79,19,3.6,61.94,16
"2017-08-23 04:35:00-07",0,71.88,8,2.43,70.35,17,4.5,63.36,22
"2017-08-23 04:40:00-07",0,64.6,5,0.47,69.43,14,2.93,62.5,20
"2017-08-23 04:45:00-07",0.43,71.55,11,1.64,67.9,29,4.29,63.4,25
"2017-08-23 04:50:00-07",0.27,71.47,15,1.93,64.64,25,3,59.55,29
"2017-08-23 04:55:00-07",0.64,68.9,21,3.57,65.52,31,6.07,61.84,37
"2017-08-23 05:00:00-07",0.47,69.29,17,2.67,68.22,37,4.93,55.87,30
"2017-08-23 05:05:00-07",0.36,66.86,7,3.07,68.05,40,8,61.08,37
"2017-08-23 05:10:00-07",0.93,67.88,25,3,68.73,30,3,60.09,22
"2017-08-23 05:15:00-07",0.64,67.37,19,2.57,69.82,33,5.29,61.18,28
"2017-08-23 05:20:00-07",1,69.19,26,3.2,68.33,46,5.93,62.14,37
"2017-08-23 05:25:00-07",0.64,69.63,19,3.43,68.02,43,8.5,59.17,41
"2017-08-23 05:30:00-07",1.87,69.69,42,5.6,69.38,58,5.53,64.69,35
"2017-08-23 05:35:00-07",1.43,61.76,34,4.57,67.6,45,7.5,61.21,43
"2017-08-23 05:40:00-07",2.2,68.28,40,5.13,68.07,58,8.07,63.68,53
"2017-08-23 05:45:00-07",1.43,70.89,35,3.14,68.84,45,5.36,64.06,35
"2017-08-23 05:50:00-07",2.2,70.83,47,4.73,69.21,56,6,63.56,43
"2017-08-23 05:55:00-07",3.57,68.83,60,5.21,68.63,51,8.86,62.45,65
"2017-08-23 06:00:00-07",2.47,69.92,51,5.07,67.75,57,6.8,59.55,58
"2017-08-23 06:05:00-07",2.88,69.87,30,5.5,66.93,41,5.75,64.66,32
"2017-08-23 06:10:00-07",3.27,69.3,61,4.87,69.63,64,6.2,61.63,52
"2017-08-23 06:15:00-07",4.07,68.39,76,6.64,68.32,65,7,61.24,46
"2017-08-23 06:20:00-07",5.67,68.46,91,6.67,66.66,83,8.53,62.46,65
"2017-08-23 06:25:00-07",4.29,70.33,75,7.57,67.73,78,7.71,62.29,59
"2017-08-23 06:30:00-07",3.43,70.28,64,4.86,68.94,52,6.29,66.17,54
"2017-08-23 06:35:00-07",5.92,69.3,97,6.38,67.32,65,6.46,62.93,69
"2017-08-23 06:40:00-07",5.6,68.29,98,6.33,68.15,98,7.93,62.93,89
"2017-08-23 06:45:00-07",4.57,69.47,77,5.36,67.84,67,7.36,61.86,70
"2017-08-23 06:50:00-07",6.73,68.18,112,10.47,67.15,101,6.27,63.01,73
"2017-08-23 06:55:00-07",6.5,68.27,109,9.21,66.53,83,9.07,60.18,67
"2017-08-23 07:00:00-07",4.64,67.9,60,5.82,67.35,52,3.55,63.42,36
"2017-08-23 07:05:00-07",6.67,67.94,96,8.25,65.56,59,11.17,57.43,77
"2017-08-23 07:10:00-07",7.6,67.42,126,7.53,67.92,97,10.67,61.35,94
"2017-08-23 07:15:00-07",7.93,67.08,122,8.93,65.67,85,9.36,62.47,86
"2017-08-23 07:20:00-07",10.27,65.27,163,13.2,64.83,126,10.33,58.9,94
"2017-08-23 07:25:00-07",8.5,68.6,139,8.71,67.15,84,8.79,62.58,97
"2017-08-23 07:30:00-07",6.2,69.57,115,7.2,69.25,97,8.27,63.38,78
"2017-08-23 07:35:00-07",5,67.3,83,10,66.41,106,9.36,61.14,77
"2017-08-23 07:40:00-07",8.78,68.05,81,9.22,68.37,59,10.44,62.03,59
"2017-08-23 07:45:00-07",8.14,67.09,126,9,65.04,84,9.64,61.72,85
"2017-08-23 07:50:00-07",5.8,66.99,101,10.67,65.02,106,10.4,58.9,103
"2017-08-23 07:55:00-07",5.86,68.54,98,9,67.29,90,7.07,63.34,70
"2017-08-23 08:00:00-07",6.27,69.23,114,8.53,67.22,100,7.67,61.49,81
"2017-08-23 08:05:00-07",4,69,40,7.5,68.32,41,8.25,62.5,38
"2017-08-23 08:10:00-07",9.09,67.43,114,11.55,65.33,73,9.91,62.26,62
"2017-08-23 08:15:00-07",5.78,68.15,60,6.89,68.31,52,8,61.98,45
"2017-08-23 08:20:00-07",7.25,69.04,100,7,67.18,73,10.58,60.19,78
"2017-08-23 08:25:00-07",6.67,67.51,95,8.42,68.1,92,6.58,61.5,52
"2017-08-23 08:30:00-07",7.53,66.85,124,10.47,65.51,85,14.2,55.74,89
"2017-08-23 08:35:00-07",6.67,67.39,88,7.92,66.35,72,9.92,57.49,57
"2017-08-23 08:40:00-07",5.87,67.01,102,9,65.98,96,7.93,60.86,70
"2017-08-23 08:45:00-07",7.08,67.22,95,9.08,67.07,71,8.75,61.73,59
"2017-08-23 08:50:00-07",7.56,65.42,77,9,63.62,69,9.33,58,55
"2017-08-23 08:55:00-07",3.67,68.17,53,8.17,67,63,7.17,61.86,57
"2017-08-23 09:00:00-07",5.53,66.18,92,9.13,65.58,104,7.6,61.12,78
"2017-08-23 09:05:00-07",6.91,67.02,87,8.91,64.92,74,7.73,58.56,59
"2017-08-23 09:10:00-07",5.08,65.79,73,9,65.81,74,11.62,59.05,64
"2017-08-23 09:15:00-07",7,66.88,68,8.36,65.9,58,10.64,62.86,56
"2017-08-23 09:20:00-07",4.62,68.87,71,6.77,66.09,69,10.85,62.14,74
"2017-08-23 09:25:00-07",7.78,66.27,78,13.67,64.52,63,10.44,59.42,57
"2017-08-23 09:30:00-07",8.69,64.63,121,13,63.52,86,13.77,57.15,82
"2017-08-23 09:35:00-07",8.33,66.24,87,9.67,64.84,67,9.44,59.15,53
"2017-08-23 09:40:00-07",9,66.67,129,9.31,64.76,84,10.46,61.21,80
"2017-08-23 09:45:00-07",6.44,68.7,70,5.89,67.22,45,7.89,61.96,51
"2017-08-23 09:50:00-07",6.62,65.98,98,9.46,65.14,83,9.62,62.62,76
"2017-08-23 09:55:00-07",5.11,67.78,54,6.67,67.16,55,13.44,58.8,60
"2017-08-23 10:00:00-07",8.08,66.72,115,10.08,65.5,90,8.62,59.14,77
"2017-08-23 10:05:00-07",6.7,67.35,71,7.7,66.85,62,11.4,61.88,65
"2017-08-23 10:10:00-07",7.64,66.48,107,11.07,65.3,89,9.71,60.32,73
"2017-08-23 10:15:00-07",8.89,64.39,82,11.89,65.46,61,16,55.72,82
"2017-08-23 10:20:00-07",7.25,66.65,65,9.75,65.87,60,7.5,60.26,46
"2017-08-23 10:25:00-07",7.89,64.34,83,10.44,63.14,51,11.56,59.02,57
"2017-08-23 10:30:00-07",8.44,65.64,80,11,64.67,66,9.44,59.39,67
"2017-08-23 10:35:00-07",8.2,64.01,85,9.4,64.37,70,12,61.09,65
"2017-08-23 10:40:00-07",10.57,64.08,75,11.14,63.63,54,9.29,56.98,43
"2017-08-23 10:45:00-07",8.9,65.55,92,9.5,64.71,80,13.6,60.77,78
"2017-08-23 10:50:00-07",8.17,63.68,103,14.5,61.12,104,13.25,57.86,81
"2017-08-23 10:55:00-07",8,64.99,80,8.78,64.21,42,11.44,58.03,59
"2017-08-23 11:00:00-07",6.92,65.54,97,16.38,64.38,85,12.69,59.35,81
"2017-08-23 11:05:00-07",9.56,64.82,91,11.33,61.08,60,15.44,54.85,82
"2017-08-23 11:10:00-07",4.14,67.42,36,8,64.25,32,10.71,57.68,34
"2017-08-23 11:15:00-07",7.82,64.88,95,13,64.36,84,12.36,53.15,84
"2017-08-23 11:20:00-07",9.85,63.44,135,14.54,62.5,103,10.23,57.51,103
"2017-08-23 11:25:00-07",11,62.46,123,15.36,60.74,90,13,51.95,75
"2017-08-23 11:30:00-07",7.85,62.22,109,10.69,61.37,67,14.77,54.92,92
"2017-08-23 11:35:00-07",10.91,61.67,126,13.27,64.19,94,10.91,58.9,89
"2017-08-23 11:40:00-07",10.38,62.57,122,11.46,63.71,102,14.08,53.78,104
"2017-08-23 11:45:00-07",9.11,64.98,88,11.89,63.11,72,9.56,60.06,62
"2017-08-23 11:50:00-07",9.83,64.72,127,10.92,62.42,84,10.67,58.57,87
"2017-08-23 11:55:00-07",7.89,66.23,80,10.11,65.08,65,5.56,60.98,43
"2017-08-23 12:00:00-07",8.38,63.63,128,13.77,63.57,107,12.46,56.78,103
"2017-08-23 12:05:00-07",7.67,64.73,73,11.78,64.51,63,10.33,59.91,65
"2017-08-23 12:10:00-07",7,65.67,103,11.08,64.47,87,8.83,57.75,81
"2017-08-23 12:15:00-07",10,65.6,114,8.73,65.57,69,10.09,61.44,73
"2017-08-23 12:20:00-07",10.17,65.15,123,11.67,51.36,88,12.08,58.17,99
"2017-08-23 12:25:00-07",10.33,64.66,101,11.67,62.4,65,15.56,53.8,79
"2017-08-23 12:30:00-07",9.25,62.71,111,15.58,60.23,92,16.17,49.54,123
"2017-08-23 12:35:00-07",9.89,64.11,89,11.56,63.1,68,11.33,56.8,64
"2017-08-23 12:40:00-07",9.67,62.78,108,13.08,62.61,85,14.75,57.15,109
"2017-08-23 12:45:00-07",11.33,65.28,72,10,64.67,36,13,55.27,52
"2017-08-23 12:50:00-07",12.38,62.16,159,18,60.36,102,16.38,49.79,117
"2017-08-23 12:55:00-07",9.8,58.5,90,11.5,58.57,67,14.2,51.17,87
"2017-08-23 13:00:00-07",6.89,66.7,73,11.33,63.75,64,11.22,58.39,61
"2017-08-23 13:05:00-07",9.1,63.68,94,13.4,63.45,87,12,55.33,78
"2017-08-23 13:10:00-07",11.14,62.38,76,13.43,61.58,48,10.43,57.41,44
"2017-08-23 13:15:00-07",12.7,62.36,122,11.9,60.81,67,14.4,53.64,78
"2017-08-23 13:20:00-07",9.22,63.12,84,9.22,64.58,55,10.78,59.38,65
"2017-08-23 13:25:00-07",8.73,65.53,140,14.73,62.84,115,8.73,55.92,87
"2017-08-23 13:30:00-07",8.54,64.41,116,11.69,64.22,106,12.31,56.54,115
"2017-08-23 13:35:00-07",8.36,63.73,99,11,62.17,69,9.64,57.48,67
"2017-08-23 13:40:00-07",9.38,62.56,132,16.38,61.77,96,10.38,54.99,85
"2017-08-23 13:45:00-07",8.33,64.08,52,10,63.13,46,12.33,55.74,46
"2017-08-23 13:50:00-07",9.56,65.74,97,9,64.06,53,10,61.8,64
"2017-08-23 13:55:00-07",8.1,63.53,86,11.6,65.78,63,12.1,57.26,70
"2017-08-23 14:00:00-07",7.78,64.22,72,14,62.09,79,12.33,53.57,67
"2017-08-23 14:05:00-07",9.4,66.07,101,10.3,65.83,65,9,59.42,62
"2017-08-23 14:10:00-07",14.86,53.98,88,15,56.24,49,14.14,53.71,51
"2017-08-23 14:15:00-07",10.82,62.6,120,13.36,57.76,70,14.36,48.85,93
"2017-08-23 14:20:00-07",9.31,64.32,117,13,62.46,103,10.92,58.72,94
"2017-08-23 14:25:00-07",10.45,63.86,119,10.82,63.66,94,12,58.41,98
"2017-08-23 14:30:00-07",8.31,64.65,113,10.54,62.1,81,11.15,57.32,94
"2017-08-23 14:35:00-07",10.7,62.51,109,14.5,60.57,91,13.1,53.01,91
"2017-08-23 14:40:00-07",9.71,62.73,67,9.86,61.45,51,14.29,55.15,75
"2017-08-23 14:45:00-07",12,54.3,106,19.1,51.96,82,17.3,40.05,82
"2017-08-23 14:50:00-07",17.08,35.89,114,19.67,34.44,102,28,26.57,122
"2017-08-23 14:55:00-07",15.9,35.34,90,17,34.56,81,28,23.43,95
"2017-08-23 15:00:00-07",11.07,44.24,112,22.36,38.67,98,27.21,25.97,123
"2017-08-23 15:05:00-07",6.3,58.71,65,11,56.67,60,14.1,45.43,84
"2017-08-23 15:10:00-07",8.54,60.53,109,12.54,60.12,83,8.92,53.17,100
"2017-08-23 15:15:00-07",6.82,61.51,80,8.55,61.43,65,11.27,53.84,89
"2017-08-23 15:20:00-07",7.85,61.32,105,8.31,59.39,89,10.15,50.8,91
"2017-08-23 15:25:00-07",8.18,61.36,87,8.82,62.42,66,9.64,53.65,86
"2017-08-23 15:30:00-07",6.83,62.4,80,8.25,62.46,63,9.75,53.08,84
"2017-08-23 15:35:00-07",8.7,57.28,79,8.6,57.32,62,12.7,51.07,97
"2017-08-23 15:40:00-07",10,59.57,63,9.71,60.16,49,15.29,50.42,76
"2017-08-23 15:45:00-07",9.47,56.72,136,10.53,57.03,93,16.13,50.05,153
"2017-08-23 15:50:00-07",12,55.84,97,12.56,57.25,69,12.56,50.06,81
"2017-08-23 15:55:00-07",12.67,53.4,164,13.33,54.05,105,14,45.11,133
"2017-08-23 16:00:00-07",12.44,52.8,98,11.56,54.06,66,14.78,46.71,85
"2017-08-23 16:05:00-07",10.2,57.09,92,12.4,53.67,66,17.6,43.33,110
"2017-08-23 16:10:00-07",10.85,57.31,143,12.85,57.31,110,11.54,51.97,117
"2017-08-23 16:15:00-07",9,58,36,10,57,32,10,48,24
"2017-08-23 16:20:00-07",10.67,56.77,88,8.33,56.76,58,14.78,45.58,72
"2017-08-23 16:25:00-07",13.7,41.35,94,19.1,37.14,84,30.8,23.69,110
"2017-08-23 16:30:00-07",11.56,46.38,77,13,43.46,56,28.44,25.49,90
"2017-08-23 16:35:00-07",9,57.28,78,13.4,55.31,90,13,42.84,76
"2017-08-23 16:40:00-07",6.56,61.85,59,9.11,60.35,55,9.67,55.69,70
"2017-08-23 16:45:00-07",7.9,65.02,82,7.5,64.44,54,8.6,53.99,67
"2017-08-23 16:50:00-07",9.22,57.57,83,12.67,56.86,79,13.33,46.46,63
"2017-08-23 16:55:00-07",12,47.79,92,16.5,42.47,64,28.3,25,85
"2017-08-23 17:00:00-07",9,60.7,77,12.67,60.05,65,9.89,49.73,82
"2017-08-23 17:05:00-07",9.4,61.86,102,11.1,61.13,79,11.3,50.81,86
"2017-08-23 17:10:00-07",8.54,60.63,112,9.77,60.55,80,12.69,53.03,113
"2017-08-23 17:15:00-07",9.91,59.54,105,12.45,56.46,84,14.27,49.34,111
"2017-08-23 17:20:00-07",10.54,56.63,125,12,57.39,88,20.69,42.55,159
"2017-08-23 17:25:00-07",9.17,59.23,56,10.5,58.64,50,8.17,56.28,43
"2017-08-23 17:30:00-07",8.77,61.09,117,10.31,60.26,94,11.69,54.39,112
"2017-08-23 17:35:00-07",9.45,59.54,103,9.36,59.52,66,11.91,50.2,92
"2017-08-23 17:40:00-07",11.54,56.89,138,11.69,54.3,99,17,42.75,134
"2017-08-23 17:45:00-07",18.83,37.72,64,20.67,35.87,62,36.17,23.24,58
"2017-08-23 17:50:00-07",17.46,38.53,138,17.46,37.33,117,30,24.45,127
"2017-08-23 17:55:00-07",13.91,40.68,105,16.91,38.42,89,29.45,25.12,113
"2017-08-23 18:00:00-07",16.92,38.85,135,19.38,36.25,95,33.92,20.36,122
"2017-08-23 18:05:00-07",17.91,36.62,119,23.91,32.29,70,31.64,19.82,78
"2017-08-23 18:10:00-07",16.46,38.5,131,21.38,35.99,104,31.77,22.77,133
"2017-08-23 18:15:00-07",15.2,39.26,99,17.2,37.41,79,33,24.72,105
"2017-08-23 18:20:00-07",16.42,36.03,116,21.5,33.72,100,32.33,20.8,115
"2017-08-23 18:25:00-07",17.7,37.44,105,25.6,34.84,73,34.7,24.41,91
"2017-08-23 18:30:00-07",17.33,39.1,130,19.17,39.12,112,30,30.56,118
"2017-08-23 18:35:00-07",16.44,40.38,98,17.11,40.92,88,20.11,36.79,107
"2017-08-23 18:40:00-07",14,46.23,134,16.38,45.13,106,19.46,36.95,121
"2017-08-23 18:45:00-07",15.7,37.66,96,20,37.25,76,24,29.36,94
"2017-08-23 18:50:00-07",14,38.51,110,20.67,37.69,98,32.83,25,102
"2017-08-23 18:55:00-07",15.56,35.81,85,21.89,33,73,34.44,20.1,88
"2017-08-23 19:00:00-07",15.17,37.18,112,17.17,36.87,90,31.17,26.58,118
"2017-08-23 19:05:00-07",13.6,39.79,87,17.9,35.68,77,24.3,26.48,95
"2017-08-23 19:10:00-07",16.42,36.53,121,18.83,35.13,92,30.67,26.58,116
"2017-08-23 19:15:00-07",15.5,35.84,89,18.8,32.59,66,34.4,24.91,102
"2017-08-23 19:20:00-07",15.5,38.73,120,17.17,38.38,80,24.08,33.62,113
"2017-08-23 19:25:00-07",10.33,60.47,94,11.78,60.07,76,10.33,56.5,76
"2017-08-23 19:30:00-07",6.08,67.16,95,7.54,67.16,88,7.23,62.33,67
"2017-08-23 19:35:00-07",5.89,68.06,63,7.89,66.82,62,8.11,60.26,53
"2017-08-23 19:40:00-07",4.33,67.97,65,5.67,68.05,56,9.08,58.13,80
"2017-08-23 19:45:00-07",1.89,68.31,26,6.22,66.18,44,3.78,64.52,31
"2017-08-23 19:50:00-07",4.38,69.52,66,5.54,69.34,68,8.62,60.56,64
"2017-08-23 19:55:00-07",5.11,68.08,51,6.22,68.06,48,5,63.52,29
"2017-08-23 20:00:00-07",2.38,70.37,46,5.31,68.38,56,4.85,62.64,53
"2017-08-23 20:05:00-07",5,65.88,57,9,64.76,54,4.78,59.18,33
"2017-08-23 20:10:00-07",3.69,67.37,62,4.23,66.26,57,7.54,60.17,70
"2017-08-23 20:15:00-07",4.33,70.87,30,4.33,70.38,32,6,60.29,28
"2017-08-23 20:20:00-07",2.83,66.33,42,5.25,65.56,61,5.42,61.13,46
"2017-08-23 20:25:00-07",3.89,68.04,45,7.67,67.04,55,7.56,57.93,55
"2017-08-23 20:30:00-07",4.83,67.52,65,6.67,65.83,64,5.58,60.33,51
"2017-08-23 20:35:00-07",3.89,67.65,40,4.67,65.73,33,6.89,56.21,47
"2017-08-23 20:40:00-07",3.15,67.34,53,5,63.24,62,10.46,58.7,87
"2017-08-23 20:45:00-07",4.44,66.46,48,5.44,65.83,47,6.11,61.05,41
"2017-08-23 20:50:00-07",2.77,67.51,49,5.62,66.95,56,6.62,60.73,44
"2017-08-23 20:55:00-07",3.11,67.16,38,4.11,64.78,36,6,64.3,40
"2017-08-23 21:00:00-07",4.46,68.71,66,4.92,67.26,57,5.31,61.25,53
"2017-08-23 21:05:00-07",4.6,70.06,48,5.2,66.22,41,9.7,59.7,50
"2017-08-23 21:10:00-07",4.08,68.12,58,3.5,66.75,44,4.83,61.19,37
"2017-08-23 21:15:00-07",2.2,70.49,35,4,67.84,37,4.5,62.86,37
"2017-08-23 21:20:00-07",2.25,68.7,43,4.17,67.66,58,4.25,61.94,36
"2017-08-23 21:25:00-07",2.33,67.67,30,5.22,66.55,38,5.33,62,37
"2017-08-23 21:30:00-07",2.38,67.84,44,3.62,67.58,48,6.15,59.88,40
"2017-08-23 21:35:00-07",3.11,68.11,36,3,66.23,30,3.78,58.62,21
"2017-08-23 21:40:00-07",3.43,65.28,25,8.71,67.72,36,5,56.67,24
"2017-08-23 21:45:00-07",1.44,68,24,3.33,68.68,28,4.33,63.23,22
"2017-08-23 21:50:00-07",3.33,67.6,47,6.17,66.72,58,4.08,61.22,27
"2017-08-23 21:55:00-07",1.78,68.75,28,3,67.83,29,5.33,63.1,20
"2017-08-23 22:00:00-07",1.31,66.94,32,3.54,68.08,59,5.15,62.86,51
"2017-08-23 22:05:00-07",1.78,66.86,22,4,65.72,39,3.22,63.76,21
"2017-08-23 22:10:00-07",1.38,69.09,32,4.69,66.53,51,3.62,61.82,33
"2017-08-23 22:15:00-07",3.6,67.27,44,5.2,69.1,42,3.7,61.25,24
"2017-08-23 22:20:00-07",1.33,70.82,22,1.89,69.09,23,2.67,65.8,20
"2017-08-23 22:25:00-07",1.78,69.17,24,4.44,70.06,36,2.33,60.14,22
"2017-08-23 22:30:00-07",1.86,67.16,19,3.29,65.61,23,5.29,63.38,24
"2017-08-23 22:35:00-07",1.22,68.79,19,3,68.63,32,4.11,64.79,24
"2017-08-23 22:40:00-07",1.57,69.47,15,2.43,68.67,21,3,64.2,20
"2017-08-23 22:45:00-07",0.38,67.38,8,3.75,66.81,21,5.38,60.9,21
"2017-08-23 22:50:00-07",1.75,70.18,17,1.38,69.37,19,10.25,61.19,26
"2017-08-23 22:55:00-07",0.56,68.1,10,2.89,68.09,22,4.89,57.67,18
"2017-08-23 23:00:00-07",0.44,65.18,11,1.67,66.83,23,5,60.3,20
"2017-08-23 23:05:00-07",1,69.84,19,4.5,68.77,44,1.9,61.5,14
"2017-08-23 23:10:00-07",1.14,71.43,14,1.14,68.21,14,3.43,66.27,11
"2017-08-23 23:15:00-07",1.5,67.55,22,5.2,66.03,33,4,61.16,25
"2017-08-23 23:20:00-07",2.33,68.08,26,2.67,65.44,27,3,63.76,21
"2017-08-23 23:25:00-07",1.8,68.63,24,2.1,69.21,28,1.1,53.39,18
"2017-08-23 23:30:00-07",2,66.5,8,5,64.73,11,4,60.8,5
"2017-08-23 23:35:00-07",1,68.6,15,1.9,68.86,28,2.9,60.38,16
"2017-08-23 23:40:00-07",0.44,67.82,11,1.56,73,15,2.22,61,11
"2017-08-23 23:45:00-07",0.5,68,15,2,69.74,23,1.6,62.93,14
"2017-08-23 23:50:00-07",0.67,67,13,1.89,67.25,16,2.44,64.07,14
"2017-08-23 23:55:00-07",0.4,68.79,14,3.3,67.86,29,2.6,58.17,18
